"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","reply.id","reply.author","reply.authorLink","reply.authorThumb","reply.text","reply.likes","reply.time","reply.timestamp","reply.edited"
,,,,,,,,,,,,"UgzzwkktTAIrT_w34BB4AaABAg.92BRWcUgJdk92BS3PiH3CP","Robert Lilly","/channel/UCAdd79b2bh5106GCYfTbJ1w","https://yt3.ggpht.com/a/AGF-l78ZryXUID-bFsi92JSEPYOCIVUXC8z50zzQBA=s32-c-k-c0xffffffff-no-rj-mo","Cute😂",0,"2 hours ago",1575608575358,false
"UgxbGe7NOrMNYTB0E6h4AaABAg","Matthew Delzer","/channel/UCD3tmXqarLoFIum5WyKka1w","https://yt3.ggpht.com/a/AGF-l78-77WdkeXfbH_RM8SrxhWKf6jLpEA5yG0aPQ=s48-c-k-c0xffffffff-no-rj-mo","He didn’t even violate anything but ok boomer",0,"2 hours ago",1575608574885,false,true,"EkQSC19FQW83NEdjVzNnwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk4aTBIaVWd4YkdlN05Pck1OWVRCMEU2aDRBYUFCQWciAggAKhhVQ3VwdlpHLTVrb19laVhBdXBiRGZ4V3cyC19FQW83NEdjVzNnQAFI9AM%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgxbGe7NOrMNYTB0E6h4AaABAg.92BRW37GquG92BTUJC4auj","CJ Dillon","/channel/UCzrgnkfXk_RipU1WFJ3VzIw","https://yt3.ggpht.com/a/AGF-l7-ArHUIYN-x1mI9TsAtZZxGDoAqNRQq1JfUbQ=s32-c-k-c0xffffffff-no-rj-mo","Trump has violated the emoluments clause! Do some research !!!",0,"2 hours ago",1575608575344,false
"UgzoY9Pmt4L_N6hslcN4AaABAg","I like my own comments","/channel/UCdl2GZizpgGG0C1TXWVsDSg","https://yt3.ggpht.com/a/AGF-l78dkfLBrCd44Slb_tQ8ReyybpWAMYwoTHm4sQ=s48-c-k-c0xffffffff-no-rj-mo","All but certain Anderson's gonna pound Don Lemons butt tonight.",1,"2 hours ago",1575608574885,false,false,,,,,,,,,,,
"Ugz7hQwR_fzxOd_BMPZ4AaABAg","We Come Out At Dark","/channel/UCGpe24iMP9hM06DhnBU39iQ","https://yt3.ggpht.com/a/AGF-l7_NcC5M2yLnBIqSJtPjenVqzZYn4sh3RISzfQ=s48-c-k-c0xffffffff-no-rj-mo","What are TRUMPTARDS saying now?",0,"2 hours ago",1575608574886,false,false,,,,,,,,,,,
"UgzMSx2E0py7PJ32-Xt4AaABAg","bert wood","/channel/UC8ncjCgxGbLdL_OysV4rebg","https://yt3.ggpht.com/a/AGF-l7_MJXHEA_Nn_I9hm2mZo7L4FaaWmlMivDiLlA=s48-c-k-c0xffffffff-no-rj-mo","BBC REPORTING POPE ASK NANCY TO REPENT YOUR NOT Catholic your support FOR Abortion IS ASSAULT WEAPON ON LIFE YALL IS A Monstrosity TO GOD SHAME ON YOU DEMOCRATS YOUR A DISGRACE",1,"2 hours ago",1575608574887,false,false,,,,,,,,,,,
"UgxklBF9Onms1HfG-Qt4AaABAg","Karen Stevens","/channel/UCNlO3a3QIskK-m59qKXBYBg","https://yt3.ggpht.com/a/AGF-l7-M-KWM75KMYTIU3z3fHiy5G0g3ctDz4LbEYg=s48-c-k-c0xffffffff-no-rj-mo","The media needs to out all the lies 45 has spouted since 2015, really his whole life! Show his cult members his ""accomplishments"" are just not as impressive as they think! All republicons will burn in hell! The world leaders are laughing at trumplethinskin! He's a joke around the world. No ally can count on him unless they are as corrupt as he is!",1,"2 hours ago",1575608574888,false,true,"EkQSC19FQW83NEdjVzNnwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk4aTBIaVWd4a2xCRjlPbm1zMUhmRy1RdDRBYUFCQWciAggAKhhVQ3VwdlpHLTVrb19laVhBdXBiRGZ4V3cyC19FQW83NEdjVzNnQAFI9AM%3D",2,,,,,,,,,
,,,,,,,,,,,,"UgxklBF9Onms1HfG-Qt4AaABAg.92BRTOWtX6T92BWjFp2tsp","william henderson","/channel/UCdW7C98vKqjk2hIa-5pH_Vg","https://yt3.ggpht.com/a/AGF-l7_ANaBiU8GUXMdoLe6fEpPZCXYopMFg8ZkTmg=s32-c-k-c0xffffffff-no-rj-mo","Congratulations!! All of your ignorant ass comments just made the Ignorant Comments Hall of Fame!!! Congratulations dumbass!!!",0,"1 hour ago",1575612175353,false
,,,,,,,,,,,,"UgxklBF9Onms1HfG-Qt4AaABAg.92BRTOWtX6T92BXAl23k13","william henderson","/channel/UCdW7C98vKqjk2hIa-5pH_Vg","https://yt3.ggpht.com/a/AGF-l7_ANaBiU8GUXMdoLe6fEpPZCXYopMFg8ZkTmg=s32-c-k-c0xffffffff-no-rj-mo","Congratulations!! All of your ignorant ass comments just made the Ignorant Comments Hall of Fame!! Congratulations on your mentally incapacitated F up loser life.",0,"1 hour ago",1575612175354,false
"Ugx8Gq-BdB17AayB4Zp4AaABAg","Leeham Laundry470491","/channel/UC6P6FyAyzP6O76Ug7VTjahA","https://yt3.ggpht.com/a/AGF-l7-7EjhFckX9MKv8ET4HkMeyUlSq7WhXQ8gyWA=s48-c-k-c0xffffffff-no-rj-mo","Why are they trying to put trump in a peach? He can’t fit in a peach, he’s too big.",22,"2 hours ago",1575608574889,false,true,"EkQSC19FQW83NEdjVzNnwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk4aTBIaVWd4OEdxLUJkQjE3QWF5QjRacDRBYUFCQWciAggAKhhVQ3VwdlpHLTVrb19laVhBdXBiRGZ4V3cyC19FQW83NEdjVzNnQAFI9AM%3D",7,,,,,,,,,
,,,,,,,,,,,,"Ugx8Gq-BdB17AayB4Zp4AaABAg.92BRT1AJqIk92BUAB58g-J","Sylvia Sanchez","/channel/UCo6ZzmCTZ60hNzNxn6uay-Q","https://yt3.ggpht.com/a/AGF-l78-baHbKKrXGqqszGDPbnP5q5L-66_PS6GgOQ=s32-c-k-c0xffffffff-no-rj-mo","Leeham Laundry470491 lol 😂",1,"2 hours ago",1575608575484,false
,,,,,,,,,,,,"Ugx8Gq-BdB17AayB4Zp4AaABAg.92BRT1AJqIk92BUquO3NKG","Jiip","/channel/UCEgMHMXYC_dq-TWQGRh7F7w","https://yt3.ggpht.com/a/AGF-l7_qEcI8j-Dx7jEt5UW4SUNKxRxHEqa_EnxEUg=s32-c-k-c0xffffffff-no-rj-mo","Leeham Laundry470491 im🍑",1,"2 hours ago",1575608575484,false
,,,,,,,,,,,,"Ugx8Gq-BdB17AayB4Zp4AaABAg.92BRT1AJqIk92BVDU8VffS","cantstandfake","/channel/UCsH0OUURwhbIhnh2VCcXGkQ","https://yt3.ggpht.com/a/AGF-l79Xk119jjT6rB-frtS-VGItygyz7zIX4l3nCA=s32-c-k-c0xffffffff-no-rj-mo","Trump is an orange, so being a peach isn't that much of a stretch.",0,"1 hour ago",1575612175485,false
,,,,,,,,,,,,"Ugx8Gq-BdB17AayB4Zp4AaABAg.92BRT1AJqIk92BWXoylUm7","Joanna Jean","/channel/UCmS8CPll08R8_KJzekPNEAQ","https://yt3.ggpht.com/a/AGF-l7_UpZRjmNkLPkhsaUhTVdvzUFxJn1JYZOdbdQ=s32-c-k-c0xffffffff-no-rj-mo","I realise that Democrats are bullies, probably making lives for others very hard when they were young. How could you making joke of a person because of his weight. You are actually slim, would you like people saying these things if ever you grow fat? Please I dare you to watch this https://youtu.be/IlSeCEgbn0Y",0,"1 hour ago",1575612175485,false
,,,,,,,,,,,,"Ugx8Gq-BdB17AayB4Zp4AaABAg.92BRT1AJqIk92BWpzwy1Ww","Mr. McTurd 1","/channel/UCQhMAqcjkqfVPqGD756Okqg","https://yt3.ggpht.com/a/AGF-l78Eo3sNmG9fTfRqHDcD5YePYeiKl2rVX5ZRLg=s32-c-k-c0xffffffff-no-rj-mo","haha a fat joke...your a comedy genius.",1,"1 hour ago",1575612175486,false
,,,,,,,,,,,,"Ugx8Gq-BdB17AayB4Zp4AaABAg.92BRT1AJqIk92BXbTINdzp","Joanna Jean","/channel/UCmS8CPll08R8_KJzekPNEAQ","https://yt3.ggpht.com/a/AGF-l7_UpZRjmNkLPkhsaUhTVdvzUFxJn1JYZOdbdQ=s32-c-k-c0xffffffff-no-rj-mo","How can anyone like such comments? You're making fun of someone who has been caring and open enough to change the lives of prisoners helping them to become productive citizens without considering the  race in which people are classifying them. You're making fun of someone who has dared to talk and then manage to make the North Korean leader to stop the nuclear testing. You're taking about someone called a sexist but yet respecting women more than the many democratic presidents. Maybe you've been brainwashed because you're listening to only one version of Donald Trump. I dare you to watch this and then talk https://youtu.be/IlSeCEgbn0Y",1,"1 hour ago",1575612175487,false
,,,,,,,,,,,,"Ugx8Gq-BdB17AayB4Zp4AaABAg.92BRT1AJqIk92BdnVx7rKr","cantstandfake","/channel/UCsH0OUURwhbIhnh2VCcXGkQ","https://yt3.ggpht.com/a/AGF-l79Xk119jjT6rB-frtS-VGItygyz7zIX4l3nCA=s32-c-k-c0xffffffff-no-rj-mo","@Joanna Jean I can only assume your a bot or a troll, or a complete idiot. You said he has done more for women then most Democrats? What the hell are you talking about? Freeing prisoners was an attempt to grab black voters. What about everything else this embarrassment has done wrong? He doesn't believe in climate change, the EPA, African nation's are shitholes, refugees are illegal aliens bringing their drugs and crimes, walking out on the Kurds etc etc. I really really hope your just a bot because if you aren't, your stupidity is frightening.",0,"34 minutes ago",1575613735488,false
"Ugzzu-4OKAWJzFvs6G14AaABAg","Tyrone W","/channel/UCEuRtx5hGrWONBSijR_hR1A","https://yt3.ggpht.com/a/AGF-l78vwCW6P8Zj6W4zNouV77kXPM1PZpz-RqWLrA=s48-c-k-c0xffffffff-no-rj-mo","All but certain= It really looks like something### may occur to me.   Which kinda sums up Politics in general",0,"2 hours ago",1575608574890,false,false,,,,,,,,,,,
"UgzXXJT-TfqwJyV1D8V4AaABAg","marcel J","/channel/UCjJ2OCDZYsSspPOpK2XNBWA","https://yt3.ggpht.com/a/AGF-l792lFnmY7TOUQuLn5KmZlAapXtBv6B2JMkSoQ=s48-c-k-c0xffffffff-no-rj-mo","Trumps pernicious nature has finally caught up with him. So unprofessional so reactionary so insipid so deceitful so moronic. People can't stand this self absorbed thug.",9,"2 hours ago",1575608574891,false,true,"EkQSC19FQW83NEdjVzNnwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk4aTBIaVWd6WFhKVC1UZnF3SnlWMUQ4VjRBYUFCQWciAggAKhhVQ3VwdlpHLTVrb19laVhBdXBiRGZ4V3cyC19FQW83NEdjVzNnQAFI9AM%3D",7,,,,,,,,,
,,,,,,,,,,,,"UgzXXJT-TfqwJyV1D8V4AaABAg.92BRS5-HySK92BVDSXYbDg","Kaykay Masson","/channel/UCUlIYstBmQG1LlMZnjjlBkQ","https://yt3.ggpht.com/a/AGF-l7_RJpGYAONZCa55aBNQCHWq8IH2JvJxU0piqA=s32-c-k-c0xffffffff-no-rj-mo","marcel J speak for yourself slave owner.",2,"1 hour ago",1575612175441,false
,,,,,,,,,,,,"UgzXXJT-TfqwJyV1D8V4AaABAg.92BRS5-HySK92BWLyYyaaS","Proghead88","/channel/UCgjUAcErTWmt700ENvHGJWg","https://yt3.ggpht.com/a/AGF-l7-x98YjAHsjvpBO5BBi6AyvEUuF9WbY3VGhLA=s32-c-k-c0xffffffff-no-rj-mo","@Kaykay Masson they speak for the majority of Americans. Trump has never had majority popularity in this country. Not before he got elected and not after. Remember he lost the popular vote. He is the least popular president in our nation's history.",0,"1 hour ago",1575612175441,false
,,,,,,,,,,,,"UgzXXJT-TfqwJyV1D8V4AaABAg.92BRS5-HySK92BXX8rcPmX","Rob C","/channel/UCixa_Cp8YeVZueadgke0h0A","https://yt3.ggpht.com/a/AGF-l78hAzEDgYtkT3Wo5-sY0W1KVsB-Nd6QEA-w-A=s32-c-k-c0xffffffff-no-rj-mo","@Proghead88 yep. His approval ratings never even cracked 45% and he lost the popular vote by 3,000,000 votes.\n\nHe may get re-elected, but he won't do it with even a majority.",0,"1 hour ago",1575612175442,false
,,,,,,,,,,,,"UgzXXJT-TfqwJyV1D8V4AaABAg.92BRS5-HySK92BYswRn5wW","Mark Imel","/channel/UCdBxGII7XG9GlbL5SHbWX_w","https://yt3.ggpht.com/a/AGF-l7-Vfgd0tCXa64TpbS7KllwJRtu9WagkUuFScg=s32-c-k-c0xffffffff-no-rj-mo","@Rob C doesn't have to. His approval ratings just went up today.",1,"1 hour ago",1575612175442,false
,,,,,,,,,,,,"UgzXXJT-TfqwJyV1D8V4AaABAg.92BRS5-HySK92BZ1t4O29_","Stevean2","/channel/UCbtFf4C-yrkjVuuJbLnTpcQ","https://yt3.ggpht.com/a/AGF-l7-DD10EjbWlS2EFZuPrDHOAL0a74lpRri2hIQ=s32-c-k-c0xffffffff-no-rj-mo","Funny. That's exactly how the media started and continued to act throughout trump's entire run as president. Maniuplating lies and facts, cutting up video files to make up fabrications of what trump says to fuel morons like you who don't read beyond headlines.",2,"1 hour ago",1575612175443,false
,,,,,,,,,,,,"UgzXXJT-TfqwJyV1D8V4AaABAg.92BRS5-HySK92BZIeOfUo3","Ben Shippin","/channel/UCyfh3Pt5fVGpAo00ZFS-gsQ","https://yt3.ggpht.com/a/AGF-l7_bQB7f70710TAGxEH8pcx7jp0at5tX2fdF1Q=s32-c-k-c0xffffffff-no-rj-mo","Rob C Meaning the people who have important economic impact on our country voted for Trump.",2,"1 hour ago",1575612175444,false
,,,,,,,,,,,,"UgzXXJT-TfqwJyV1D8V4AaABAg.92BRS5-HySK92BZkCgg5Pl","marcel J","/channel/UCjJ2OCDZYsSspPOpK2XNBWA","https://yt3.ggpht.com/a/AGF-l792lFnmY7TOUQuLn5KmZlAapXtBv6B2JMkSoQ=s32-c-k-c0xffffffff-no-rj-mo","Trump is his own worst enemy.",0,"1 hour ago",1575612175444,false
"Ugw7Mt5UgBclNnRThQp4AaABAg","Christopher Gardner","/channel/UCLi-RAjwAj2e708PS8_uvGg","https://yt3.ggpht.com/a/AGF-l7_huSGmASLCdK-qulHhyrLT658tQMw3tmX3bg=s48-c-k-c0xffffffff-no-rj-mo","Donald Trump had Jeffrey Epstein killed. I pray for our country.",0,"2 hours ago",1575608574892,false,false,,,,,,,,,,,
"UgzXaLutGRDGCZSbHJl4AaABAg","iNerve-_-","/channel/UCg5Y3ZfnoosuBYNhSlnCrWA","https://yt3.ggpht.com/a/AGF-l7-77qGG7MiW9vnSe6AZhG1c4aIynTBR7V2bpw=s48-c-k-c0xffffffff-no-rj-mo","Pelosi: “ I was raised as a catholic.”\n\nI don’t know a single catholic that believes that abortion is a right that a woman has.",1,"2 hours ago",1575608574893,false,false,,,,,,,,,,,
"UgzGENb_CZPJEjN4jnp4AaABAg","theresa Montoya","/channel/UCFzquPTeU99UYcVB1TPdCbQ","https://yt3.ggpht.com/a/AGF-l7-OpzcrruPzo9ooxwJw0s9cFdynpk5BZ_GloA=s48-c-k-c0xffffffff-no-rj-mo","Dont mess with a womens scorne. Nancy means business. You all soon will find out. Watcha lea.",5,"2 hours ago",1575608574893,false,true,"EkQSC19FQW83NEdjVzNnwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk4aTBIaVWd6R0VOYl9DWlBKRWpONGpucDRBYUFCQWciAggAKhhVQ3VwdlpHLTVrb19laVhBdXBiRGZ4V3cyC19FQW83NEdjVzNnQAFI9AM%3D",2,,,,,,,,,
,,,,,,,,,,,,"UgzGENb_CZPJEjN4jnp4AaABAg.92BRPZVU2K892BUdQC14HG","Soren","/channel/UCQ7Nfyab1kgAX0fgDSaKOIw","https://yt3.ggpht.com/a/AGF-l7_gJFfvE1NMpI-deUIM55lCdhLOGM8Q_WVwyA=s32-c-k-c0xffffffff-no-rj-mo","theresa Montoya yes she has made 200 million dollars of the business of democrats stupidly to keep  electing  her family members to destroy Baltimore then San Francisco and all of the California \nYour stupidity is beyond believe!\nA career politician made 200 million dollars vs a businessman BILLIONAIRE who works for free and says he is on your side and he is getting things done yet you choose that bitch because their paid media says so!\nBrain power 0.0\nMouth size 100000\nStory of liberals",1,"2 hours ago",1575608575337,false
,,,,,,,,,,,,"UgzGENb_CZPJEjN4jnp4AaABAg.92BRPZVU2K892BUwHTrdCz","Paul MacLean","/channel/UCcfjBpJ45tFcSTTxBZ5xt1g","https://yt3.ggpht.com/a/AGF-l781iPigpRZMA4h3PDnFIFcRcLETu83_8X2r8g=s32-c-k-c0xffffffff-no-rj-mo","lol.rhey are all out only for themselves ..you do realize the bwggest job every member of cingress does is soend 2 hrs a day straight solisiting money fir bext election literalky daily ...tgey have a soecial building fir it 4 minutes walk from the white house where evety member red and blue have theur own cubicle..\nwatch"" the family"" on netflix  shiws hiwvile washington is for real",0,"2 hours ago",1575608575338,false
"UgzhKdtJOm260EiAKuV4AaABAg","Chris Yeh","/channel/UCvlusmfbNSLkMa_zUaOMEgA","https://yt3.ggpht.com/a/AGF-l7_8ZnIK5_M9poiKkP2iCxxTUytOe4IyaVZa5g=s48-c-k-c0xffffffff-no-rj-mo","Nothing is certain in this crazy world",0,"2 hours ago",1575608574897,false,false,,,,,,,,,,,
"UgySEworrdQzFi-ajQZ4AaABAg","Matthew Delzer","/channel/UCD3tmXqarLoFIum5WyKka1w","https://yt3.ggpht.com/a/AGF-l78-77WdkeXfbH_RM8SrxhWKf6jLpEA5yG0aPQ=s48-c-k-c0xffffffff-no-rj-mo","Senate won’t pass it, good luck, because it’s not happening when you are doing it unconventionally and unconstitutional",0,"2 hours ago",1575608574898,false,true,"EkQSC19FQW83NEdjVzNnwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk4aTBIaVWd5U0V3b3JyZFF6RmktYWpRWjRBYUFCQWciAggAKhhVQ3VwdlpHLTVrb19laVhBdXBiRGZ4V3cyC19FQW83NEdjVzNnQAFI9AM%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgySEworrdQzFi-ajQZ4AaABAg.92BRP1BtdMw92BU_rEIoZZ","CJ Dillon","/channel/UCzrgnkfXk_RipU1WFJ3VzIw","https://yt3.ggpht.com/a/AGF-l7-ArHUIYN-x1mI9TsAtZZxGDoAqNRQq1JfUbQ=s32-c-k-c0xffffffff-no-rj-mo","What is being done unconstitutionally? Do some research before posting your next idiotic comment!",0,"2 hours ago",1575608575326,false
"UgxLKbzvA2hmSFTUYa14AaABAg","DeserT BoB","/channel/UC20R5DxaaHM7A1hqCbOSqIg","https://yt3.ggpht.com/a/AGF-l7_Kg1h9uh5izgiymaR3lifKaxpCuQdeMzm3GA=s48-c-k-c0xffffffff-no-rj-mo","HEY TRUMPTARDS!  Your fat Orange glob is GOING DOWN!😆😂🤣🤣🤣",1,"2 hours ago",1575608574898,true,false,,,,,,,,,,,
"UgyEZY6eZL1IW9KbBRd4AaABAg","Sara Ramey","/channel/UChtLCMeVvnUHhVkCjSC7HyQ","https://yt3.ggpht.com/a/AGF-l7-uJnSG26JDhZFs16dEYV6KytDdrHnbVpBEtg=s48-c-k-c0xffffffff-no-rj-mo","I guess Pence will be the new president .",1,"2 hours ago",1575608576316,false,true,"EkQSC19FQW83NEdjVzNnwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk4aTBIaVWd5RVpZNmVaTDFJVzlLYkJSZDRBYUFCQWciAggAKhhVQ3VwdlpHLTVrb19laVhBdXBiRGZ4V3cyC19FQW83NEdjVzNnQAFI9AM%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgyEZY6eZL1IW9KbBRd4AaABAg.92BRMrLgKTN92BSZZl7gJD","CITRUS KNIGHT","/channel/UCIQ9u6oOHbD0lg0PPXtd6Lg","https://yt3.ggpht.com/a/AGF-l79rec5_A60V-lAH4318OBot_VSEIRrnF6V--A=s32-c-k-c0xffffffff-no-rj-mo","YOU ARE A CLUELESS IDIOT",0,"2 hours ago",1575608576714,false
"UgyRkhI78IJTtla88U14AaABAg","Eufemia Bersamin","/channel/UC5U3oz3zm49z19q0HuV6eUQ","https://yt3.ggpht.com/a/AGF-l78ypCrVBqWPd0osh3H8iAx491hktB2S4Pm74Q=s48-c-k-c0xffffffff-no-rj-mo","Look who are talking .... The Rush ??? The rush  is sure very much important , before America gets handed to Russia on a silver platter !!!",0,"2 hours ago",1575608576317,false,false,,,,,,,,,,,
"UgxjLhvzD3Z9xvAi4XF4AaABAg","Steven Yourke","/channel/UC2_hz3EeTnPe82CREowScDw","https://yt3.ggpht.com/a/AGF-l7-sJigtDxa79a7TLh1uhF0_OEDy9tTKUlD4gg=s48-c-k-c0xffffffff-no-rj-mo","The Democrats have lost their minds - stuck on stupid and doubling down. Pelosi is simply pathetic. A clown. If this impeachment farce goes to the Senate, the Republicans will have a field day. They’ll subpoena Joe and Hunter Biden to testify. Maybe Adam Schiff, too! The Democrats seem determined to re-elect Trump. There’s absolutely no legitimate grounds for impeachment. I’m a Sanders supporter and still a registered Democrat but I’ve given up on the Democrats at this point. They’re simply hopeless.",0,"2 hours ago",1575608576317,false,false,,,,,,,,,,,
"UgwkW-4T4CQsyDDIBnx4AaABAg","Roger Redfield","/channel/UCZjlWWouSPaUdEdtYiwNb_w","https://yt3.ggpht.com/a/AGF-l78icuYIPXIwNWQSLSJehLr2iR_eLqVRFQBHdg=s48-c-k-c0xffffffff-no-rj-mo","1:11 Auntie Nancy came up to the Podium at that point",3,"2 hours ago",1575608576318,false,false,,,,,,,,,,,
"Ugxwg7qIygH7w876lDB4AaABAg","Eric Angiolillo","/channel/UCRsLapmkHfEI8C_SiYuKEyw","https://yt3.ggpht.com/a/AGF-l78Y6o9B6NsbbH7zxhFD5ddEbO0Aa8Nwqi4lfQ=s48-c-k-c0xffffffff-no-rj-mo","hmmm kinda funny that they waited until now to try to impeach.. 3 yrahs of crying about not winning now a yeah of impeachment.. oh yes we so trust our government they cant even get out of there own way... i love the mindless sheep that follow these asses...",0,"2 hours ago",1575608576319,false,false,,,,,,,,,,,
"UgwFVf92K2QmtHNxnhN4AaABAg","Michael C","/channel/UCP5UDvHlIFNtn_s3x4sAIfw","https://yt3.ggpht.com/a/AGF-l792XeDZKfFFpXwC6njPU-co94913HdDoXYo4A=s48-c-k-c0xffffffff-no-rj-mo","Get a fuckin tan Anderson, you look like a sick puke. Nancy is a robot bitch who needs her C batteries pulled. Ta-TA-ta-TA day moron! She seems like she’s shitting down her leg knowing her ass will be serving coffee at McDonalds soon",0,"2 hours ago",1575608576319,false,false,,,,,,,,,,,
"UgyS2GJeVRAjaE7iKsR4AaABAg","Lisette Nicole'","/channel/UCy3JrF_nsc0PWBWG9dU2eCw","https://yt3.ggpht.com/a/AGF-l79rfCpMJdEt1nNPBNwC0RGpfYGk2-a2E2jeYQ=s48-c-k-c0xffffffff-no-rj-mo","I know thats right",0,"2 hours ago",1575608576323,false,false,,,,,,,,,,,
"UgzhRy5JZvYa-prxX2R4AaABAg","lyubakavideo","/channel/UCT3TO9WewJ9JYPgsly9qqOg","https://yt3.ggpht.com/a/AGF-l78iBqgeiAVjsGudb8C6JJj7wyaQjPwlBOw9ow=s48-c-k-c0xffffffff-no-rj-mo","4.1K👍 3.2K👎 as of 2230 December 5th",0,"2 hours ago",1575608576324,false,false,,,,,,,,,,,
"UgzVBDcrJYMlenCWFSp4AaABAg","KRidler I'm famous","/channel/UCLwOKc3CiEebkhlOPyRQfwg","https://yt3.ggpht.com/a/AGF-l795Ou1GkgpdOs4GAwl3nu-5wqIgProAObYuHw=s48-c-k-c0xffffffff-no-rj-mo","I fell into it...ppl weren’t classy about it either, now that it’s all up in the air the time for collaborating is past, the coats go unworn, close your windows folks you’ll be tasting the salt, realistically we’ve got to break the mold and lift the souls, it’s about the air in the wind, can we blend it???  I think we can",0,"2 hours ago",1575608576325,false,false,,,,,,,,,,,
"Ugw_YCAeCpjacXReksp4AaABAg","Mark Leskovansky","/channel/UCLRyWhEH6Mj28_-eB6LjIuQ","https://yt3.ggpht.com/a/AGF-l78_KtUwEEeuQ9XGmdPFyKdwyxjSCt3tUDeI8Q=s48-c-k-c0xffffffff-no-rj-mo","lol this channel is hilarious 😂 Trump 2020!",4,"2 hours ago",1575608576326,false,true,"EkQSC19FQW83NEdjVzNnwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk4aTBIaVWd3X1lDQWVDcGphY1hSZWtzcDRBYUFCQWciAggAKhhVQ3VwdlpHLTVrb19laVhBdXBiRGZ4V3cyC19FQW83NEdjVzNnQAFI9AM%3D",1,,,,,,,,,
,,,,,,,,,,,,"Ugw_YCAeCpjacXReksp4AaABAg.92BRFFKaBhL92BT2EgWw2d","Erik Blees","/channel/UC8mwLu8N9dAv7zP6MJFLtvg","https://yt3.ggpht.com/a/AGF-l7-whIjs8KXqzNWwIa-ihj-eEk7Icj9C8VOyLA=s32-c-k-c0xffffffff-no-rj-mo","""The sound of windmills causes cancer""\n""We have the cleanest air, the cleanest water we've ever had now""\n""The president of Finland told me the reason they don't have forest fires is because they rake the forest floor""\n""I'm a very stable genius""\nAnd on and on and on and on. Donald Trump says the most laughably stupid shit I've ever heard a public figure say. Other world leaders and citizens all over the world literally laugh at his stupidity and insecurity. He is literally a worldwide laughingstock. This IS the truth.",0,"2 hours ago",1575608576734,false
"Ugx7bBGcyyMUkstC_ZJ4AaABAg","David Chansky","/channel/UCkdeGUoIOUllk5maqZY9Rig","https://yt3.ggpht.com/a/AGF-l7_OUOWMPbROXEdXVnv38lCgimracP1UjiktBw=s48-c-k-c0xffffffff-no-rj-mo","Save the victim dont address and help the tax payers grumble..",0,"2 hours ago",1575608576327,false,false,,,,,,,,,,,
"Ugykeo5osm71MBgZH2t4AaABAg","Griffin Bell","/channel/UC53rIxN3tho6myhaQQNqtIQ","https://yt3.ggpht.com/a/AGF-l7_55OsVRXAZqaCn6wEhN2Q-2URI9C47nnijWA=s48-c-k-c0xffffffff-no-rj-mo","Trump leads while Anderson Cooper enjoys getting behind Pete Buttigieg.",0,"2 hours ago",1575608576327,false,false,,,,,,,,,,,
"Ugw7WIB-bj9y8COa_QJ4AaABAg","Matt L","/channel/UCeoXn0B3R8dmg10bE3L_G0A","https://yt3.ggpht.com/a/AGF-l79XRxtfAyTn5sKikEFXbDN0F9TaXWlTTfNsog=s48-c-k-c0xffffffff-no-rj-mo","She is crazy as hell",2,"2 hours ago",1575608576328,false,false,,,,,,,,,,,
"Ugz3_DNrlnM-Uamx9dZ4AaABAg","IdlovemesomeGyro!","/channel/UC7pOfNPj-J657-1GSsFOIfQ","https://yt3.ggpht.com/a/AGF-l78xjuDsMF55hf3UOrNtAe8WgJKO_NoP_KMJwg=s48-c-k-c0xffffffff-no-rj-mo","The Epstein stuff is pretty funny but yall gotta admit Trump's fucking stupid. I genuinely don't understand why people glorify him and make him seem smarter then he actually is. Failed businesses and illegal activities since the 80s. It's like people make stupid ass assumptions or watch documentaries that bend the truth so hard that it does a 360 changing the face of the truth. \nLiterally everyone knows Trump did illegal activities. There's other better Republican candidates. Even the Republicans in office can tell you that.",0,"2 hours ago",1575608576329,false,false,,,,,,,,,,,
